[[(array([[ 133.6265015 ,  474.56530669],
         [ 834.36576224,  262.80906294],
         [ 749.45866933,  262.80906294],
         [ 664.55157642,  279.1766953 ],
         [ 645.11501299,  230.0737982 ],
         [ 668.64348452,  187.10876324],
         [ 674.78134665,  156.41945255],
         [ 689.10302498,  132.89098102],
         [ 711.60851948,  114.47739461],
         [ 713.65447353,   95.04083117],
         [ 702.40172627,   95.04083117],
         [ 700.35577223,   89.92594605],
         [ 698.30981818,   78.6731988 ],
         [ 689.10302498,   89.92594605],
         [ 730.02210589,  109.36250949],
         [ 739.2288991 ,   97.08678521],
         [ 743.32080719,   85.83403796],
         [ 743.32080719,   77.65022178],
         [ 731.04508292,   82.76510689],
         [ 766.84927872,   89.92594605],
         [ 753.55057742,   91.9719001 ],
         [ 817.99812987,   75.60426773],
         [ 798.56156643,   75.60426773],
         [ 793.44668132,   86.85701499],
         [ 804.69942857,   92.99487712],
         [ 786.28584216,   99.13273926],
         [ 778.10202597,  106.29357842],
         [ 800.60752048,  111.40846354],
         [ 796.51561239,  125.73014186],
         [ 783.21691109,  143.12075125],
         [ 758.66546254,  132.89098102],
         [ 766.84927872,  120.61525674],
         [ 753.55057742,  111.40846354],
         [ 758.66546254,  102.20167033],
         [ 742.29783017,  166.64922278],
         [ 730.02210589,  133.91395804],
         [ 713.65447353,  194.2696024 ],
         [ 725.9301978 ,  234.16570629],
         [ 767.87225574,  208.59128072],
         [ 805.72240559,  187.10876324],
         [ 825.15896903,  191.20067133],
         [ 856.87125674,  170.74113087],
         [ 825.15896903,  121.63823377],
         [ 839.48064735,  108.33953247],
         [ 838.45767033,   97.08678521],
         [ 828.2279001 ,   84.81106094],
         [ 840.50362438,   75.60426773],
         [ 901.88224575,  104.24762438],
         [ 886.53759041,   89.92594605],
         [ 917.2269011 ,   94.01785415],
         [ 938.70941858,   89.92594605],
         [ 925.41071728,   72.53533666],
         [1004.17994805,   71.51235964],
         [ 971.44468332,   92.99487712],
         [1006.2259021 ,   87.87999201],
         [1002.13399401,   92.99487712],
         [1006.2259021 ,  100.15571628],
         [1015.4326953 ,  135.95991209],
         [1006.2259021 ,  111.40846354],
         [ 982.69743057,  108.33953247],
         [ 967.35277522,  105.2706014 ],
         [ 948.93918881,  113.45441758],
         [ 929.50262537,  102.20167033],
         [ 926.43369431,  118.5693027 ],
         [ 906.99713087,  130.84502697],
         [ 871.19293506,  130.84502697],
         [ 894.72140659,  180.9709011 ],
         [ 904.95117682,  158.46540659],
         [ 928.47964835,  151.30456743],
         [ 934.61751049,  179.94792408],
         [ 967.35277522,  145.16670529],
         [ 991.90422378,  145.16670529],
         [1001.11101698,  184.03983217],
         [ 922.34178621,  218.82105095],
         [ 890.6294985 ,  237.23463736],
         [ 875.28484316,  211.66021179],
         [  68.15597203,  166.64922278],
         [ 291.16496304,  314.98089111]]), array([[279]], dtype=uint16))]]
