[[(array([[  44.04990926,  435.77949183],
         [ 360.86297641,  104.07350272],
         [ 383.87931034,  347.77586207],
         [ 374.40199637,  313.92831216],
         [ 381.17150635,  270.60344828],
         [ 358.15517241,  251.64882033],
         [ 375.75589837,  234.04809437],
         [ 423.14246824,  225.9246824 ],
         [ 405.54174229,  208.32395644],
         [ 419.08076225,  188.0154265 ],
         [ 359.50907441,  167.70689655],
         [ 366.27858439,  152.81397459],
         [ 385.23321234,  131.15154265],
         [ 397.41833031,  124.38203267],
         [ 404.18784029,   86.47277677],
         [ 420.43466425,   95.95009074],
         [ 433.97368421,   94.59618875],
         [ 425.85027223,  113.5508167 ],
         [ 415.01905626,  125.73593466],
         [ 405.54174229,  132.50544465],
         [ 400.1261343 ,  144.69056261],
         [ 389.29491833,  151.4600726 ],
         [ 408.24954628,  156.87568058],
         [ 408.24954628,  150.1061706 ],
         [ 417.72686025,  139.27495463],
         [ 423.14246824,  133.85934664],
         [ 432.61978221,  124.38203267],
         [ 421.78856624,  175.83030853],
         [ 410.95735027,  162.29128857],
         [ 439.3892922 ,  143.33666062],
         [ 440.74319419,   90.53448276],
         [ 455.63611615,  104.07350272],
         [ 462.40562613,  323.40562613],
         [ 428.55807623,  328.82123412],
         [ 462.40562613,  285.49637024],
         [ 443.45099819,  261.1261343 ],
         [ 482.71415608,  242.17150635],
         [ 469.17513612,  219.15517241],
         [ 442.09709619,  204.26225045],
         [ 463.75952813,  189.36932849],
         [ 432.61978221,  175.83030853],
         [ 439.3892922 ,  169.06079855],
         [ 448.86660617,  156.87568058],
         [ 454.28221416,  147.39836661],
         [ 469.17513612,  129.79764065],
         [ 485.42196007,  113.5508167 ],
         [ 475.9446461 ,  100.01179673],
         [ 456.99001815,  166.35299456],
         [ 473.23684211,  156.87568058],
         [ 492.19147005,  147.39836661],
         [ 494.89927405,  135.21324864],
         [ 481.36025408,  135.21324864],
         [ 477.29854809,  204.26225045],
         [ 478.65245009,  185.3076225 ],
         [ 490.83756806,  167.70689655],
         [ 471.88294011,  171.76860254],
         [ 508.43829401,  332.88294011],
         [ 490.83756806,  328.82123412],
         [ 501.66878403,  276.01905626],
         [ 520.62341198,  263.83393829],
         [ 500.31488203,  243.52540835],
         [ 536.87023593,  234.04809437],
         [ 520.62341198,  209.67785844],
         [ 496.25317604,  215.09346642],
         [ 498.96098004,  188.0154265 ],
         [ 521.97731397,  189.36932849],
         [ 528.74682396,  175.83030853],
         [ 515.20780399,  171.76860254],
         [ 515.20780399,  156.87568058],
         [ 526.03901996,  162.29128857],
         [ 536.87023593,  163.64519056],
         [ 551.76315789,  160.93738657],
         [ 534.16243194,  144.69056261],
         [ 534.16243194,  131.15154265],
         [ 534.16243194,  112.1969147 ],
         [ 542.28584392,  100.01179673],
         [ 536.87023593,   91.88838475],
         [ 519.26950998,  110.8430127 ],
         [ 517.91560799,   94.59618875],
         [ 504.37658802,   85.11887477],
         [ 486.77586207,   95.95009074],
         [ 498.96098004,   76.99546279],
         [ 485.42196007,   86.47277677],
         [1008.02813067,  290.91197822],
         [ 998.5508167 ,  254.35662432],
         [1012.08983666,  225.9246824 ],
         [1003.96642468,  235.40199637],
         [1009.38203267,  194.78493648],
         [ 998.5508167 ,  170.41470054],
         [ 995.8430127 ,  158.22958258],
         [1018.85934664,  150.1061706 ],
         [ 991.78130672,  116.25862069],
         [ 961.99546279,  135.21324864],
         [ 975.53448276,  154.16787659],
         [ 966.05716878,  167.70689655],
         [ 951.16424682,  156.87568058],
         [ 936.27132486,  140.62885662],
         [ 938.97912886,  175.83030853],
         [ 974.18058076,  198.84664247],
         [ 936.27132486,  220.50907441],
         [ 963.34936479,  224.5707804 ],
         [ 979.59618875,  235.40199637],
         [ 968.76497278,  251.64882033],
         [ 932.20961887,  270.60344828],
         [ 926.79401089,  346.42196007],
         [ 901.06987296,  229.98638838],
         [ 901.06987296,  204.26225045],
         [ 924.0862069 ,  205.61615245],
         [ 911.90108893,  171.76860254],
         [ 925.44010889,  150.1061706 ],
         [ 914.60889292,  133.85934664],
         [ 898.36206897,  143.33666062],
         [ 895.65426497,  123.02813067],
         [ 875.34573503,  156.87568058],
         [ 882.11524501,  110.8430127 ],
         [ 888.88475499,  147.39836661],
         [ 894.30036298,  166.35299456],
         [ 883.46914701,  178.53811252],
         [ 882.11524501,  229.98638838],
         [ 875.34573503,  271.95735027],
         [ 853.68330309,  254.35662432],
         [ 859.09891107,  219.15517241],
         [ 852.32940109,  185.3076225 ],
         [ 863.16061706,  162.29128857],
         [ 852.32940109,  158.22958258],
         [ 852.32940109,  137.92105263],
         [ 869.93012704,  140.62885662],
         [ 867.22232305,  120.32032668],
         [ 861.80671506,  112.1969147 ],
         [ 853.68330309,  125.73593466],
         [ 836.08257713,  114.90471869],
         [ 833.37477314,  143.33666062],
         [ 837.43647913,  129.79764065],
         [ 841.49818512,  156.87568058],
         [ 841.49818512,  204.26225045],
         [ 818.48185118,  209.67785844],
         [ 827.95916515,  234.04809437],
         [ 791.40381125,  223.2168784 ],
         [ 795.46551724,  188.0154265 ],
         [ 807.65063521,  158.22958258],
         [ 798.17332123,  170.41470054],
         [ 787.34210526,  140.62885662],
         [ 811.7123412 ,  137.92105263],
         [ 803.58892922,  124.38203267],
         [ 817.12794918,  114.90471869],
         [ 806.29673321,   90.53448276],
         [ 792.75771325,  104.07350272],
         [ 779.21869328,  105.42740472],
         [ 768.38747731,  114.90471869],
         [ 760.26406534,   94.59618875],
         [ 779.21869328,   90.53448276],
         [ 790.04990926,   85.11887477],
         [ 745.37114338,   94.59618875],
         [ 734.5399274 ,   95.95009074],
         [ 733.18602541,  116.25862069],
         [ 739.95553539,  106.78130672],
         [ 750.78675136,  106.78130672],
         [ 761.61796733,  137.92105263],
         [ 761.61796733,  125.73593466],
         [ 769.74137931,  139.27495463],
         [ 776.51088929,  152.81397459],
         [ 772.4491833 ,  162.29128857],
         [ 760.26406534,  152.81397459],
         [ 739.95553539,  151.4600726 ],
         [ 718.29310345,  137.92105263],
         [ 718.29310345,  121.67422868],
         [ 718.29310345,  106.78130672],
         [ 722.35480944,  156.87568058],
         [ 726.41651543,  175.83030853],
         [ 741.30943739,  175.83030853],
         [ 756.20235935,  166.35299456],
         [ 754.84845735,  182.59981851],
         [ 771.09528131,  181.24591652],
         [ 776.51088929,  196.13883848],
         [ 752.14065336,  200.20054446],
         [ 726.41651543,  194.78493648],
         [ 734.5399274 ,  223.2168784 ],
         [ 772.4491833 ,  224.5707804 ],
         [ 765.67967332,  244.87931034],
         [ 745.37114338,  258.41833031],
         [ 790.04990926,  251.64882033],
         [ 769.74137931,  289.55807623],
         [ 804.94283122,  290.91197822],
         [ 841.49818512,  305.80490018],
         [ 718.29310345,  313.92831216],
         [ 734.5399274 ,  285.49637024],
         [ 708.81578947,  270.60344828],
         [ 706.10798548,  239.46370236],
         [ 708.81578947,  220.50907441],
         [ 704.75408348,  194.78493648],
         [ 703.40018149,  160.93738657],
         [ 688.50725953,  166.35299456],
         [ 696.63067151,  143.33666062],
         [ 684.44555354,  123.02813067],
         [ 699.3384755 ,  114.90471869],
         [ 687.15335753,  112.1969147 ],
         [ 688.50725953,   94.59618875],
         [ 702.04627949,   87.82667877],
         [ 708.81578947,  100.01179673],
         [ 708.81578947,  104.07350272],
         [ 670.90653358,   90.53448276],
         [ 674.96823956,  104.07350272],
         [ 670.90653358,  118.96642468],
         [ 657.36751361,  114.90471869],
         [ 657.36751361,  106.78130672],
         [ 649.24410163,   94.59618875],
         [ 635.70508167,  101.36569873],
         [ 642.47459165,  118.96642468],
         [ 641.12068966,  128.44373866],
         [ 647.89019964,  128.44373866],
         [ 654.65970962,  139.27495463],
         [ 666.84482759,  132.50544465],
         [ 683.09165154,  141.98275862],
         [ 672.26043557,  147.39836661],
         [ 662.7831216 ,  167.70689655],
         [ 650.59800363,  150.1061706 ],
         [ 647.89019964,  163.64519056],
         [ 643.82849365,  185.3076225 ],
         [ 673.61433757,  185.3076225 ],
         [ 681.73774955,  217.80127042],
         [ 683.09165154,  234.04809437],
         [ 653.30580762,  225.9246824 ],
         [ 639.76678766,  242.17150635],
         [ 672.26043557,  258.41833031],
         [ 685.79945554,  290.91197822],
         [ 650.59800363,  290.91197822],
         [ 668.19872958,  328.82123412],
         [ 635.70508167,  346.42196007],
         [ 630.28947368,  276.01905626],
         [ 611.33484574,  266.54174229],
         [ 619.45825771,  185.3076225 ],
         [ 599.14972777,  217.80127042],
         [ 599.14972777,  178.53811252],
         [ 612.68874773,  170.41470054],
         [ 611.33484574,  152.81397459],
         [ 620.81215971,  140.62885662],
         [ 635.70508167,  150.1061706 ],
         [ 628.93557169,  135.21324864],
         [ 605.91923775,  137.92105263],
         [ 607.27313975,  123.02813067],
         [ 607.27313975,   85.11887477],
         [ 580.19509982,  104.07350272],
         [ 592.38021779,  128.44373866],
         [ 581.54900181,  121.67422868],
         [ 586.9646098 ,  140.62885662],
         [ 586.9646098 ,  156.87568058],
         [ 597.79582577,  151.4600726 ],
         [ 586.9646098 ,  175.83030853],
         [ 582.90290381,  196.13883848],
         [ 565.30217786,  181.24591652],
         [ 573.42558984,  162.29128857],
         [ 561.24047187,  158.22958258],
         [ 569.36388385,  147.39836661],
         [ 561.24047187,  139.27495463],
         [ 566.65607985,  132.50544465],
         [ 565.30217786,  125.73593466],
         [ 565.30217786,  114.90471869],
         [ 558.53266788,  100.01179673],
         [ 569.36388385,  105.42740472],
         [ 551.76315789,  123.02813067],
         [ 551.76315789,  140.62885662],
         [ 551.76315789,  194.78493648],
         [ 568.00998185,  235.40199637],
         [ 585.6107078 ,  225.9246824 ],
         [ 554.47096189,  262.4800363 ],
         [ 546.34754991,  299.0353902 ],
         [ 596.44192377,  286.85027223],
         [ 593.73411978,  323.40562613],
         [ 296.10163339,  103.73502722],
         [ 347.54990926,   94.93466425],
         [ 366.50453721,  118.62794918],
         [ 567.55898367,  102.04264973],
         [ 570.94373866,   86.47277677],
         [ 558.75862069,   79.70326679],
         [ 549.61978221,   74.2876588 ],
         [ 506.63339383,   80.38021779],
         [ 528.29582577,   84.10344828],
         [ 547.25045372,   94.25771325],
         [ 575.68239564,  116.93557169],
         [ 593.2831216 ,   91.21143376],
         [ 565.18965517,  169.39927405],
         [ 852.44192377,   96.28856624],
         [ 865.98094374,   81.73411978],
         [ 863.61161525,   73.9491833 ],
         [ 844.3185118 ,   71.57985481],
         [ 827.05626134,   68.53357532],
         [ 792.87023593,   78.34936479],
         [ 796.59346642,  100.01179673],
         [ 789.14700544,   91.54990926],
         [ 835.51814882,  104.41197822],
         [ 839.91833031,   91.54990926],
         [ 729.9137931 ,   81.73411978],
         [ 727.88294011,   72.25680581],
         [ 717.05172414,   76.99546279],
         [ 711.63611615,   82.07259528],
         [ 587.07713249,   63.11796733],
         [ 621.94010889,   73.9491833 ],
         [ 631.75589837,   77.67241379],
         [ 644.27949183,   83.76497278],
         [ 654.43375681,   76.99546279],
         [ 698.09709619,   64.47186933],
         [ 685.91197822,   64.81034483],
         [ 644.95644283,  106.44283122],
         [ 689.29673321,  107.45825771],
         [ 552.89110708,  108.47368421],
         [ 652.64785215,  201.63986014],
         [ 822.46203796,  182.2032967 ],
         [ 982.04645355,  339.74175824],
         [ 980.0004995 ,  404.18931069],
         [ 735.50899101,  349.97152847],
         [ 759.03746254,  381.68381618]]), array([[413]], dtype=uint16))]]
